"Notes"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Crude Rate
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	45	5572	807.6
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	260	42552	611.0
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	197	73252	268.9
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	18	3908	460.6
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	145	27548	526.4
	" Cincinnati, OH-KY-IN  "	"17140"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	63167	26.9
	" Cincinnati, OH-KY-IN  "	"17140"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	37	61981	59.7
	" Cincinnati, OH-KY-IN  "	"17140"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	53813	78.0
	" Cincinnati, OH-KY-IN  "	"17140"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	49	52294	93.7
	" Cincinnati, OH-KY-IN  "	"17140"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	66	41332	159.7
	" Cincinnati, OH-KY-IN  "	"17140"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	96	38818	247.3
	" Cincinnati, OH-KY-IN  "	"17140"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	77	34690	222.0
	" Cincinnati, OH-KY-IN  "	"17140"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	16	3007	532.1
	" Cincinnati, OH-KY-IN  "	"17140"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	120	30856	388.9
	" Cincinnati, OH-KY-IN  "	"17140"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	123	31731	387.6
	" Cincinnati, OH-KY-IN  "	"17140"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	20	2589	772.5
	" Cincinnati, OH-KY-IN  "	"17140"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	137	26613	514.8
	" Cincinnati, OH-KY-IN  "	"17140"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	122	30987	393.7
	" Cincinnati, OH-KY-IN  "	"17140"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	17	2125	800.0
	" Cincinnati, OH-KY-IN  "	"17140"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	185	23656	782.0
	" Cincinnati, OH-KY-IN  "	"17140"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	99	26875	368.4
	" Cincinnati, OH-KY-IN  "	"17140"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	136	17269	787.5
	" Cincinnati, OH-KY-IN  "	"17140"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	71	18691	379.9
	" Cincinnati, OH-KY-IN  "	"17140"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	61	9891	616.7
	" Cincinnati, OH-KY-IN  "	"17140"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	18504	178.3
	" Cincinnati, OH-KY-IN  "	"17140"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	6472	494.4
	" Cleveland-Elyria, OH  "	"17460"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	64242	24.9
	" Cleveland-Elyria, OH  "	"17460"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	63187	38.0
	" Cleveland-Elyria, OH  "	"17460"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	56267	49.8
	" Cleveland-Elyria, OH  "	"17460"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	16	9549	167.6
	" Cleveland-Elyria, OH  "	"17460"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	54105	92.4
	" Cleveland-Elyria, OH  "	"17460"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	45038	99.9
	" Cleveland-Elyria, OH  "	"17460"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	23	7289	315.5
	" Cleveland-Elyria, OH  "	"17460"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	53	41364	128.1
	" Cleveland-Elyria, OH  "	"17460"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	23	8693	264.6
	" Cleveland-Elyria, OH  "	"17460"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	69	38128	181.0
	" Cleveland-Elyria, OH  "	"17460"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	31	6378	486.0
	" Cleveland-Elyria, OH  "	"17460"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	122	33491	364.3
	" Cleveland-Elyria, OH  "	"17460"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	24	8197	292.8
	" Cleveland-Elyria, OH  "	"17460"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	97	35324	274.6
	" Cleveland-Elyria, OH  "	"17460"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	37	6042	612.4
	" Cleveland-Elyria, OH  "	"17460"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	153	29497	518.7
	" Cleveland-Elyria, OH  "	"17460"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	29	7197	402.9
	" Cleveland-Elyria, OH  "	"17460"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	130	38015	342.0
	" Cleveland-Elyria, OH  "	"17460"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	45	5091	883.9
	" Cleveland-Elyria, OH  "	"17460"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	162	29116	556.4
	" Cleveland-Elyria, OH  "	"17460"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	23	5403	425.7
	" Cleveland-Elyria, OH  "	"17460"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	124	35761	346.7
	" Cleveland-Elyria, OH  "	"17460"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	21	3524	595.9
	" Cleveland-Elyria, OH  "	"17460"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	150	23785	630.6
	" Cleveland-Elyria, OH  "	"17460"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	89	26187	339.9
	" Cleveland-Elyria, OH  "	"17460"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	77	14449	532.9
	" Cleveland-Elyria, OH  "	"17460"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	51	23316	218.7
	" Cleveland-Elyria, OH  "	"17460"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	52	8877	585.8
	" Colorado Springs, CO  "	"17820"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	7016	270.8
	" Colorado Springs, CO  "	"17820"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	6301	380.9
	" Colorado Springs, CO  "	"17820"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	5893	390.3
	" Colorado Springs, CO  "	"17820"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	4813	561.0
	" Colorado Springs, CO  "	"17820"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	3501	485.6
	" Columbia, SC  "	"17900"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	11007	209.0
	" Columbia, SC  "	"17900"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	8139	442.3
	" Columbia, SC  "	"17900"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	8056	285.5
	" Columbia, SC  "	"17900"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	6942	605.0
	" Columbia, SC  "	"17900"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	7412	404.7
	" Columbia, SC  "	"17900"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	5820	618.6
	" Columbia, SC  "	"17900"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	6677	329.5
	" Columbia, SC  "	"17900"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	37	4404	840.1
	" Columbus, OH  "	"18140"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	49683	44.3
	" Columbus, OH  "	"18140"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	44577	47.1
	" Columbus, OH  "	"18140"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	39	42628	91.5
	" Columbus, OH  "	"18140"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	39	33721	115.7
	" Columbus, OH  "	"18140"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	61	31291	194.9
	" Columbus, OH  "	"18140"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	49	26968	181.7
	" Columbus, OH  "	"18140"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	97	24444	396.8
	" Columbus, OH  "	"18140"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	78	23249	335.5
	" Columbus, OH  "	"18140"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	113	20072	563.0
	" Columbus, OH  "	"18140"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	84	22534	372.8
	" Columbus, OH  "	"18140"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	114	17340	657.4
	" Columbus, OH  "	"18140"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	81	19077	424.6
	" Columbus, OH  "	"18140"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	93	12461	746.3
	" Columbus, OH  "	"18140"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	13353	337.0
	" Columbus, OH  "	"18140"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	46	7125	645.6
	" Columbus, OH  "	"18140"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	29	12688	228.6
	" Columbus, OH  "	"18140"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	4379	570.9
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	193325	10.3
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	167251	14.3
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	174466	14.9
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	142015	31.7
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	19	20710	91.7
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	141732	31.8
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	78	121863	64.0
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	30	14993	200.1
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	77	120292	64.0
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	18	12901	139.5
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	95	90130	105.4
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	41	10368	395.4
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	146	87968	166.0
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	21	9697	216.6
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	121	67322	179.7
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	45	7621	590.5
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	186	63982	290.7
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	20	8262	242.1
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	188	56855	330.7
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	39	5984	651.7
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	239	49380	484.0
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	18	6504	276.8
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	182	51275	354.9
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	36	4145	868.5
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	277	39330	704.3
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	17	4653	365.4
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	202	44545	453.5
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	24	2789	860.5
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	218	29093	749.3
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	94	30578	307.4
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	122	16850	724.0
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	70	29930	233.9
	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	10573	633.7
	" Dayton, OH  "	"19380"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	21807	100.9
	" Dayton, OH  "	"19380"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	18055	110.8
	" Dayton, OH  "	"19380"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	17128	262.7
	" Dayton, OH  "	"19380"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	15315	235.1
	" Dayton, OH  "	"19380"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	47	13610	345.3
	" Dayton, OH  "	"19380"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	48	14123	339.9
	" Dayton, OH  "	"19380"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	51	11840	430.7
	" Dayton, OH  "	"19380"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	51	13776	370.2
	" Dayton, OH  "	"19380"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	70	10629	658.6
	" Dayton, OH  "	"19380"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	12106	363.5
	" Dayton, OH  "	"19380"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	61	8072	755.7
	" Dayton, OH  "	"19380"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	8326	324.3
	" Dayton, OH  "	"19380"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	4820	726.1
	" Dayton, OH  "	"19380"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	2752	690.4
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	13516	148.0
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	11570	267.9
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	29	13432	215.9
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	49	11501	426.0
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	14444	249.2
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	13004	346.0
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	15229	440.0
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	76	12892	589.5
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	57	13121	434.4
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	66	10807	610.7
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	34	8692	391.2
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	51	6322	806.7
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	7684	325.4
	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	3782	475.9
	" Des Moines-West Des Moines, IA  "	"19780"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	8609	209.1
	" Des Moines-West Des Moines, IA  "	"19780"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	7770	334.6
	" Des Moines-West Des Moines, IA  "	"19780"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	7613	367.8
	" Des Moines-West Des Moines, IA  "	"19780"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	39	6497	600.3
	" Des Moines-West Des Moines, IA  "	"19780"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	7201	347.2
	" Des Moines-West Des Moines, IA  "	"19780"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	5681	633.7
	" Des Moines-West Des Moines, IA  "	"19780"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	6666	405.0
	" Des Moines-West Des Moines, IA  "	"19780"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	4359	711.2
	" Des Moines-West Des Moines, IA  "	"19780"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	5100	333.3
	" Des Moines-West Des Moines, IA  "	"19780"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	2729	842.8
	" Detroit-Warren-Dearborn, MI  "	"19820"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	141481	16.3
	" Detroit-Warren-Dearborn, MI  "	"19820"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	142456	16.8
	" Detroit-Warren-Dearborn, MI  "	"19820"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	47	123962	37.9
	" Detroit-Warren-Dearborn, MI  "	"19820"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	31	30773	100.7
	" Detroit-Warren-Dearborn, MI  "	"19820"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	48	125257	38.3
	" Detroit-Warren-Dearborn, MI  "	"19820"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	33	31045	106.3
	" Detroit-Warren-Dearborn, MI  "	"19820"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	69	107027	64.5
	" Detroit-Warren-Dearborn, MI  "	"19820"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	51	25362	201.1
