,Cancer,Gender,Larynx,Lung,Nasal,Race,State,Trachea,Year
1609,Lung,Male,,8.4,,White,LA,,2015
1610,Lung,Male,,9.581944270211354,,White,LA,,2016
1611,Lung,Male,,6.334234976737865,,White,LA,,2017
1612,Lung,Male,,8.615656133154125,,White,LA,,2018
1613,Lung,Male,,8.105238118961253,,White,LA,,2019
1614,Lung,Male,,5.471606958855497,,White,LA,,2020
1615,Lung,Male,,5.401500609937532,,White,LA,,2021
1616,Lung,Male,,2.588976541845068,,White,LA,,2022
1617,Lung,Male,,2.6727249736079064,,White,LA,,2023
1618,Lung,Male,,3.4930752461295964,,White,LA,,2024
1619,Lung,Male,,3.3342307938396782,,White,LA,,2025
1620,Larynx,Female,30.5,,,Black or African American,NC,,1999
1621,Larynx,Female,30.2,,,Black or African American,NC,,2000
1622,Larynx,Female,33.3,,,Black or African American,NC,,2001
1623,Larynx,Female,35.9,,,Black or African American,NC,,2002
1624,Larynx,Female,37.2,,,Black or African American,NC,,2003
1625,Larynx,Female,36.4,,,Black or African American,NC,,2004
1626,Larynx,Female,40.9,,,Black or African American,NC,,2005
1627,Larynx,Female,39.3,,,Black or African American,NC,,2006
1628,Larynx,Female,44.6,,,Black or African American,NC,,2007
1629,Larynx,Female,41.8,,,Black or African American,NC,,2008
1630,Larynx,Female,45.3,,,Black or African American,NC,,2009
1631,Larynx,Female,47.4,,,Black or African American,NC,,2010
1632,Larynx,Female,45.1,,,Black or African American,NC,,2011
1633,Larynx,Female,46.1,,,Black or African American,NC,,2012
1634,Larynx,Female,46.6,,,Black or African American,NC,,2013
1635,Larynx,Female,48.0,,,Black or African American,NC,,2014
1636,Larynx,Female,50.5,,,Black or African American,NC,,2015
1637,Larynx,Female,49.84382466700104,,,Black or African American,NC,,2016
1638,Larynx,Female,45.80472630302351,,,Black or African American,NC,,2017
1639,Larynx,Female,16.494182429920887,,,Black or African American,NC,,2018
1640,Larynx,Female,27.106868386172614,,,Black or African American,NC,,2019
1641,Larynx,Female,0.0,,,Black or African American,NC,,2020
1642,Larynx,Female,18.553366016581,,,Black or African American,NC,,2021
1643,Larynx,Female,0.0,,,Black or African American,NC,,2022
1644,Larynx,Female,19.012429318216505,,,Black or African American,NC,,2023
1645,Larynx,Female,0.0,,,Black or African American,NC,,2024
1646,Larynx,Female,22.52538523183955,,,Black or African American,NC,,2025
1647,Lung,Male,,6.6,,White,NE,,1999
1648,Lung,Male,,6.1,,White,NE,,2000
1649,Lung,Male,,7.4,,White,NE,,2001
1650,Lung,Male,,5.2,,White,NE,,2002
1651,Lung,Male,,6.3,,White,NE,,2003
1652,Lung,Male,,6.4,,White,NE,,2004
1653,Lung,Male,,6.7,,White,NE,,2005
1654,Lung,Male,,7.2,,White,NE,,2006
1655,Lung,Male,,7.5,,White,NE,,2007
1656,Lung,Male,,5.2,,White,NE,,2008
1657,Lung,Male,,6.5,,White,NE,,2009
1658,Lung,Male,,6.8,,White,NE,,2010
1659,Lung,Male,,6.1,,White,NE,,2011
1660,Lung,Male,,6.8,,White,NE,,2012
1661,Lung,Male,,4.6,,White,NE,,2013
1662,Lung,Male,,4.7,,White,NE,,2014
1663,Lung,Male,,6.4,,White,NE,,2015
1664,Lung,Male,,6.258018338221227,,White,NE,,2016
1665,Lung,Male,,5.373056821752872,,White,NE,,2017
1666,Lung,Male,,6.0248302115087915,,White,NE,,2018
1667,Lung,Male,,3.369346177065056,,White,NE,,2019
1668,Lung,Male,,5.917081085611625,,White,NE,,2020
1669,Lung,Male,,2.6744879568828313,,White,NE,,2021
1670,Lung,Male,,2.1378091457062065,,White,NE,,2022
1671,Lung,Male,,3.0606197435534006,,White,NE,,2023
1672,Lung,Male,,0.9615740618998316,,White,NE,,2024
1673,Lung,Male,,2.9050920256754367,,White,NE,,2025
1674,Larynx,Male,67.1,,,Black or African American,NC,,1999
1675,Larynx,Male,72.4,,,Black or African American,NC,,2000
1676,Larynx,Male,72.5,,,Black or African American,NC,,2001
1677,Larynx,Male,74.2,,,Black or African American,NC,,2002
1678,Larynx,Male,69.1,,,Black or African American,NC,,2003
1679,Larynx,Male,74.5,,,Black or African American,NC,,2004
1680,Larynx,Male,76.9,,,Black or African American,NC,,2005
1681,Larynx,Male,81.3,,,Black or African American,NC,,2006
1682,Larynx,Male,78.2,,,Black or African American,NC,,2007
1683,Larynx,Male,75.1,,,Black or African American,NC,,2008
1684,Larynx,Male,78.9,,,Black or African American,NC,,2009
1685,Larynx,Male,83.1,,,Black or African American,NC,,2010
1686,Larynx,Male,75.0,,,Black or African American,NC,,2011
1687,Larynx,Male,78.1,,,Black or African American,NC,,2012
1688,Larynx,Male,74.3,,,Black or African American,NC,,2013
1689,Larynx,Male,78.7,,,Black or African American,NC,,2014
1690,Larynx,Male,74.7,,,Black or African American,NC,,2015
1691,Larynx,Male,74.52170216067205,,,Black or African American,NC,,2016
1692,Larynx,Male,38.83850839957176,,,Black or African American,NC,,2017
1693,Larynx,Male,31.37632356335182,,,Black or African American,NC,,2018
1694,Larynx,Male,26.38091240533173,,,Black or African American,NC,,2019
1695,Larynx,Male,0.0,,,Black or African American,NC,,2020
1696,Larynx,Male,0.0,,,Black or African American,NC,,2021
1697,Larynx,Male,0.0,,,Black or African American,NC,,2022
1698,Larynx,Male,0.0,,,Black or African American,NC,,2023
1699,Larynx,Male,0.0,,,Black or African American,NC,,2024
1700,Larynx,Male,0.0,,,Black or African American,NC,,2025
1701,Lung,Male,,8.8,,Black or African American,TX,,1999
1702,Lung,Male,,7.4,,Black or African American,TX,,2000
1703,Lung,Male,,8.8,,Black or African American,TX,,2001
1704,Lung,Male,,8.8,,Black or African American,TX,,2002
1705,Lung,Male,,8.4,,Black or African American,TX,,2003
1706,Lung,Male,,9.1,,Black or African American,TX,,2004
1707,Lung,Male,,7.6,,Black or African American,TX,,2005
1708,Lung,Male,,6.9,,Black or African American,TX,,2006
1709,Lung,Male,,7.5,,Black or African American,TX,,2007
1710,Lung,Male,,7.5,,Black or African American,TX,,2008
1711,Lung,Male,,7.3,,Black or African American,TX,,2009
1712,Lung,Male,,5.5,,Black or African American,TX,,2010
1713,Lung,Male,,5.8,,Black or African American,TX,,2011
1714,Lung,Male,,6.0,,Black or African American,TX,,2012
1715,Lung,Male,,6.4,,Black or African American,TX,,2013
1716,Lung,Male,,5.6,,Black or African American,TX,,2014
1717,Lung,Male,,5.2,,Black or African American,TX,,2015
1718,Lung,Male,,4.578799782751142,,Black or African American,TX,,2016
1719,Lung,Male,,3.5862874840050054,,Black or African American,TX,,2017
1720,Lung,Male,,5.195584167441036,,Black or African American,TX,,2018
1721,Lung,Male,,3.964727104256723,,Black or African American,TX,,2019
1722,Lung,Male,,1.3226671620393682,,Black or African American,TX,,2020
1723,Lung,Male,,0.9085057767626704,,Black or African American,TX,,2021
1724,Lung,Male,,1.0303232629889658,,Black or African American,TX,,2022
1725,Lung,Male,,0.8529192164708843,,Black or African American,TX,,2023
1726,Lung,Male,,0.0,,Black or African American,TX,,2024
1727,Lung,Male,,0.0,,Black or African American,TX,,2025
1728,Lung,Male,,5.5,,White,VT,,1999
1729,Lung,Male,,6.8,,White,VT,,2000
1730,Lung,Male,,7.2,,White,VT,,2001
1731,Lung,Male,,6.4,,White,VT,,2002
1732,Lung,Male,,8.8,,White,VT,,2003
1733,Lung,Male,,9.8,,White,VT,,2004
1734,Lung,Male,,7.7,,White,VT,,2005
1735,Lung,Male,,7.1,,White,VT,,2006
1736,Lung,Male,,8.4,,White,VT,,2007
1737,Lung,Male,,8.4,,White,VT,,2008
1738,Lung,Male,,7.7,,White,VT,,2009
1739,Lung,Male,,8.4,,White,VT,,2010
1740,Lung,Male,,10.4,,White,VT,,2011
1741,Lung,Male,,6.4,,White,VT,,2012
1742,Lung,Male,,8.1,,White,VT,,2013
1743,Lung,Male,,9.4,,White,VT,,2014
1744,Lung,Male,,7.1,,White,VT,,2015
1745,Lung,Male,,7.130229915514834,,White,VT,,2016
1746,Lung,Male,,8.890314166762707,,White,VT,,2017
1747,Lung,Male,,7.6444966577842335,,White,VT,,2018
1748,Lung,Male,,2.6578329769116213,,White,VT,,2019
1749,Lung,Male,,6.293335863760595,,White,VT,,2020
1750,Lung,Male,,4.650894115869209,,White,VT,,2021
1751,Lung,Male,,0.0,,White,VT,,2022
1752,Lung,Male,,5.165280788216436,,White,VT,,2023
1753,Lung,Male,,1.51824570378085,,White,VT,,2024
1754,Lung,Male,,0.0,,White,VT,,2025
1755,Lung,Male,,8.8,,White,AL,,1999
1756,Lung,Male,,9.5,,White,AL,,2000
1757,Lung,Male,,8.9,,White,AL,,2001
1758,Lung,Male,,8.9,,White,AL,,2002
1759,Lung,Male,,8.2,,White,AL,,2003
1760,Lung,Male,,9.5,,White,AL,,2004
1761,Lung,Male,,9.2,,White,AL,,2005
1762,Lung,Male,,9.0,,White,AL,,2006
1763,Lung,Male,,10.3,,White,AL,,2007
1764,Lung,Male,,10.1,,White,AL,,2008
1765,Lung,Male,,10.1,,White,AL,,2009
1766,Lung,Male,,11.0,,White,AL,,2010
1767,Lung,Male,,11.5,,White,AL,,2011
1768,Lung,Male,,9.1,,White,AL,,2012
1769,Lung,Male,,8.6,,White,AL,,2013
1770,Lung,Male,,8.4,,White,AL,,2014
1771,Lung,Male,,8.8,,White,AL,,2015
1772,Lung,Male,,10.111469500501133,,White,AL,,2016
1773,Lung,Male,,3.4638147748447925,,White,AL,,2017
1774,Lung,Male,,5.048406393563733,,White,AL,,2018
1775,Lung,Male,,4.27328128730251,,White,AL,,2019
1776,Lung,Male,,5.037133042600434,,White,AL,,2020
1777,Lung,Male,,9.596137322046905,,White,AL,,2021
1778,Lung,Male,,4.698401360262029,,White,AL,,2022
1779,Lung,Male,,0.0,,White,AL,,2023
1780,Lung,Male,,1.0248375927072315,,White,AL,,2024
1781,Lung,Male,,0.2927920977191889,,White,AL,,2025
1782,Lung,Female,,1.7,,White,AZ,,1999
1783,Lung,Female,,1.4,,White,AZ,,2000
1784,Lung,Female,,1.5,,White,AZ,,2001
1785,Lung,Female,,1.2,,White,AZ,,2002
1786,Lung,Female,,1.1,,White,AZ,,2003
1787,Lung,Female,,1.3,,White,AZ,,2004
1788,Lung,Female,,1.3,,White,AZ,,2005
1789,Lung,Female,,1.1,,White,AZ,,2006
1790,Lung,Female,,1.2,,White,AZ,,2007
1791,Lung,Female,,1.3,,White,AZ,,2008
1792,Lung,Female,,1.3,,White,AZ,,2009
1793,Lung,Female,,0.9,,White,AZ,,2010
1794,Lung,Female,,1.0,,White,AZ,,2011
1795,Lung,Female,,0.9,,White,AZ,,2012
1796,Lung,Female,,1.2,,White,AZ,,2013
1797,Lung,Female,,1.0,,White,AZ,,2014
1798,Lung,Female,,1.2,,White,AZ,,2015
1799,Lung,Female,,0.8518285336925872,,White,AZ,,2016
1800,Lung,Female,,0.5541052196673183,,White,AZ,,2017
1801,Lung,Female,,0.2987369118218685,,White,AZ,,2018
1802,Lung,Female,,0.8838040311096073,,White,AZ,,2019
1803,Lung,Female,,0.0,,White,AZ,,2020
1804,Lung,Female,,0.8828760070931252,,White,AZ,,2021
1805,Lung,Female,,0.0,,White,AZ,,2022
1806,Lung,Female,,1.4748758655483742,,White,AZ,,2023
1807,Lung,Female,,0.0,,White,AZ,,2024
1808,Lung,Female,,2.901841562686661,,White,AZ,,2025
1809,Lung,Male,,8.2,,Black or African American,TN,,1999
1810,Lung,Male,,6.0,,Black or African American,TN,,2000
1811,Lung,Male,,6.4,,Black or African American,TN,,2001
1812,Lung,Male,,6.9,,Black or African American,TN,,2002
1813,Lung,Male,,7.7,,Black or African American,TN,,2003
1814,Lung,Male,,7.3,,Black or African American,TN,,2004
1815,Lung,Male,,10.1,,Black or African American,TN,,2005
1816,Lung,Male,,8.3,,Black or African American,TN,,2006
1817,Lung,Male,,6.6,,Black or African American,TN,,2007
1818,Lung,Male,,7.5,,Black or African American,TN,,2008
1819,Lung,Male,,6.2,,Black or African American,TN,,2009
1820,Lung,Male,,8.8,,Black or African American,TN,,2010
1821,Lung,Male,,7.6,,Black or African American,TN,,2011
1822,Lung,Male,,7.7,,Black or African American,TN,,2012
1823,Lung,Male,,6.3,,Black or African American,TN,,2013
1824,Lung,Male,,7.7,,Black or African American,TN,,2014
1825,Lung,Male,,5.1,,Black or African American,TN,,2015
1826,Lung,Male,,8.285980743367746,,Black or African American,TN,,2016
1827,Lung,Male,,6.240692293207921,,Black or African American,TN,,2017
1828,Lung,Male,,5.382453044694096,,Black or African American,TN,,2018
1829,Lung,Male,,4.854133432864772,,Black or African American,TN,,2019
1830,Lung,Male,,5.550123747860703,,Black or African American,TN,,2020
1831,Lung,Male,,4.087797732557982,,Black or African American,TN,,2021
1832,Lung,Male,,3.0818189399049882,,Black or African American,TN,,2022
1833,Lung,Male,,2.050925748065441,,Black or African American,TN,,2023
1834,Lung,Male,,2.023077671493489,,Black or African American,TN,,2024
1835,Lung,Male,,1.473823374853009,,Black or African American,TN,,2025
1836,Lung,Male,,7.7,,Black or African American,CA,,1999
1837,Lung,Male,,6.6,,Black or African American,CA,,2000
1838,Lung,Male,,6.3,,Black or African American,CA,,2001
1839,Lung,Male,,6.2,,Black or African American,CA,,2002
1840,Lung,Male,,6.5,,Black or African American,CA,,2003
1841,Lung,Male,,5.0,,Black or African American,CA,,2004
1842,Lung,Male,,5.0,,Black or African American,CA,,2005
1843,Lung,Male,,6.3,,Black or African American,CA,,2006
1844,Lung,Male,,4.5,,Black or African American,CA,,2007
1845,Lung,Male,,4.0,,Black or African American,CA,,2008
1846,Lung,Male,,5.9,,Black or African American,CA,,2009
1847,Lung,Male,,5.7,,Black or African American,CA,,2010
1848,Lung,Male,,4.5,,Black or African American,CA,,2011
1849,Lung,Male,,4.6,,Black or African American,CA,,2012
1850,Lung,Male,,4.2,,Black or African American,CA,,2013
1851,Lung,Male,,4.1,,Black or African American,CA,,2014
1852,Lung,Male,,4.5,,Black or African American,CA,,2015
1853,Lung,Male,,3.92932936842063,,Black or African American,CA,,2016
1854,Lung,Male,,0.37845850986786667,,Black or African American,CA,,2017
1855,Lung,Male,,5.671898337893009,,Black or African American,CA,,2018
1856,Lung,Male,,1.3591041429192272,,Black or African American,CA,,2019
1857,Lung,Male,,0.0,,Black or African American,CA,,2020
1858,Lung,Male,,6.433026862068505,,Black or African American,CA,,2021
1859,Lung,Male,,0.0,,Black or African American,CA,,2022
1860,Lung,Male,,0.0,,Black or African American,CA,,2023
1861,Lung,Male,,11.0013207065057,,Black or African American,CA,,2024
1862,Lung,Male,,0.0,,Black or African American,CA,,2025
1863,Larynx,Male,128.8,,,White,KY,,1999
1864,Larynx,Male,128.2,,,White,KY,,2000
1865,Larynx,Male,134.5,,,White,KY,,2001
1866,Larynx,Male,130.3,,,White,KY,,2002
1867,Larynx,Male,128.0,,,White,KY,,2003
1868,Larynx,Male,133.0,,,White,KY,,2004
1869,Larynx,Male,126.3,,,White,KY,,2005
1870,Larynx,Male,130.7,,,White,KY,,2006
1871,Larynx,Male,128.1,,,White,KY,,2007
1872,Larynx,Male,130.9,,,White,KY,,2008
1873,Larynx,Male,129.5,,,White,KY,,2009
1874,Larynx,Male,132.0,,,White,KY,,2010
1875,Larynx,Male,124.8,,,White,KY,,2011
1876,Larynx,Male,126.7,,,White,KY,,2012
1877,Larynx,Male,131.5,,,White,KY,,2013
1878,Larynx,Male,130.8,,,White,KY,,2014
1879,Larynx,Male,125.1,,,White,KY,,2015
1880,Larynx,Male,125.12809509611078,,,White,KY,,2016
1881,Larynx,Male,164.8195095323024,,,White,KY,,2017
1882,Larynx,Male,156.34551194472004,,,White,KY,,2018
1883,Larynx,Male,186.48860569329426,,,White,KY,,2019
1884,Larynx,Male,68.2634562438471,,,White,KY,,2020
1885,Larynx,Male,145.39703381357697,,,White,KY,,2021
1886,Larynx,Male,17.59511036292207,,,White,KY,,2022
1887,Larynx,Male,220.91195859237862,,,White,KY,,2023
1888,Larynx,Male,0.0,,,White,KY,,2024
1889,Larynx,Male,258.0317973838596,,,White,KY,,2025
1890,Lung,Female,,1.9,,White,TN,,1999
1891,Lung,Female,,2.3,,White,TN,,2000
1892,Lung,Female,,2.6,,White,TN,,2001
1893,Lung,Female,,2.5,,White,TN,,2002
1894,Lung,Female,,2.7,,White,TN,,2003
1895,Lung,Female,,2.2,,White,TN,,2004
1896,Lung,Female,,2.4,,White,TN,,2005
1897,Lung,Female,,2.5,,White,TN,,2006
1898,Lung,Female,,2.2,,White,TN,,2007
1899,Lung,Female,,2.6,,White,TN,,2008
1900,Lung,Female,,2.6,,White,TN,,2009
1901,Lung,Female,,2.5,,White,TN,,2010
1902,Lung,Female,,2.4,,White,TN,,2011
1903,Lung,Female,,2.5,,White,TN,,2012
1904,Lung,Female,,3.2,,White,TN,,2013
1905,Lung,Female,,2.1,,White,TN,,2014
1906,Lung,Female,,2.3,,White,TN,,2015
1907,Lung,Female,,3.073731612542797,,White,TN,,2016
1908,Lung,Female,,3.0350504462119,,White,TN,,2017
1909,Lung,Female,,3.1132276007800224,,White,TN,,2018
1910,Lung,Female,,1.4298840901057532,,White,TN,,2019
1911,Lung,Female,,2.3926893379548457,,White,TN,,2020
1912,Lung,Female,,1.1427209489308985,,White,TN,,2021
1913,Lung,Female,,1.5295857298659428,,White,TN,,2022
1914,Lung,Female,,1.288216443767633,,White,TN,,2023
1915,Lung,Female,,0.20873842296691006,,White,TN,,2024
1916,Lung,Female,,2.0194108929997068,,White,TN,,2025
1917,Larynx,Female,68.3,,,White,OH,,1999
1918,Larynx,Female,68.1,,,White,OH,,2000
1919,Larynx,Female,71.6,,,White,OH,,2001
1920,Larynx,Female,72.6,,,White,OH,,2002
1921,Larynx,Female,70.9,,,White,OH,,2003
1922,Larynx,Female,74.2,,,White,OH,,2004
1923,Larynx,Female,76.0,,,White,OH,,2005
1924,Larynx,Female,77.2,,,White,OH,,2006
1925,Larynx,Female,75.9,,,White,OH,,2007
1926,Larynx,Female,78.9,,,White,OH,,2008
1927,Larynx,Female,82.9,,,White,OH,,2009
1928,Larynx,Female,79.3,,,White,OH,,2010
1929,Larynx,Female,80.6,,,White,OH,,2011
1930,Larynx,Female,80.3,,,White,OH,,2012
1931,Larynx,Female,81.8,,,White,OH,,2013
1932,Larynx,Female,82.3,,,White,OH,,2014
1933,Larynx,Female,83.3,,,White,OH,,2015
1934,Larynx,Female,83.93689894132329,,,White,OH,,2016
1935,Larynx,Female,49.217421103633434,,,White,OH,,2017
1936,Larynx,Female,57.19643378261829,,,White,OH,,2018
1937,Larynx,Female,20.343904169420586,,,White,OH,,2019
1938,Larynx,Female,3.033383096601556,,,White,OH,,2020
1939,Larynx,Female,0.0,,,White,OH,,2021
1940,Larynx,Female,9.186925788613689,,,White,OH,,2022
1941,Larynx,Female,0.0,,,White,OH,,2023
1942,Larynx,Female,0.0,,,White,OH,,2024
1943,Larynx,Female,1.9009154201704723,,,White,OH,,2025
1944,Larynx,Male,107.6,,,White,DE,,1999
1945,Larynx,Male,100.5,,,White,DE,,2000
1946,Larynx,Male,99.6,,,White,DE,,2001
1947,Larynx,Male,96.1,,,White,DE,,2002
1948,Larynx,Male,103.5,,,White,DE,,2003
1949,Larynx,Male,115.8,,,White,DE,,2004
1950,Larynx,Male,105.1,,,White,DE,,2005
1951,Larynx,Male,113.0,,,White,DE,,2006
1952,Larynx,Male,110.5,,,White,DE,,2007
1953,Larynx,Male,103.3,,,White,DE,,2008
1954,Larynx,Male,101.7,,,White,DE,,2009
1955,Larynx,Male,100.7,,,White,DE,,2010
1956,Larynx,Male,118.2,,,White,DE,,2011
1957,Larynx,Male,98.8,,,White,DE,,2012
1958,Larynx,Male,109.6,,,White,DE,,2013
1959,Larynx,Male,98.3,,,White,DE,,2014
1960,Larynx,Male,124.7,,,White,DE,,2015
1961,Larynx,Male,96.28780868180858,,,White,DE,,2016
1962,Larynx,Male,123.40220957122051,,,White,DE,,2017
1963,Larynx,Male,18.973189195970804,,,White,DE,,2018
1964,Larynx,Male,163.20123296837318,,,White,DE,,2019
1965,Larynx,Male,0.0,,,White,DE,,2020
1966,Larynx,Male,289.97398209426564,,,White,DE,,2021
1967,Larynx,Male,0.0,,,White,DE,,2022
1968,Larynx,Male,664.648834223002,,,White,DE,,2023
1969,Larynx,Male,0.0,,,White,DE,,2024
1970,Larynx,Male,1638.9594403263618,,,White,DE,,2025
1971,Larynx,Male,57.7,,,White,NM,,1999
1972,Larynx,Male,58.0,,,White,NM,,2000
1973,Larynx,Male,60.4,,,White,NM,,2001
1974,Larynx,Male,63.1,,,White,NM,,2002
1975,Larynx,Male,56.5,,,White,NM,,2003
1976,Larynx,Male,57.7,,,White,NM,,2004
1977,Larynx,Male,61.8,,,White,NM,,2005
1978,Larynx,Male,59.5,,,White,NM,,2006
1979,Larynx,Male,61.6,,,White,NM,,2007
1980,Larynx,Male,56.2,,,White,NM,,2008
1981,Larynx,Male,55.4,,,White,NM,,2009
1982,Larynx,Male,55.0,,,White,NM,,2010
1983,Larynx,Male,57.1,,,White,NM,,2011
1984,Larynx,Male,56.8,,,White,NM,,2012
1985,Larynx,Male,54.5,,,White,NM,,2013
1986,Larynx,Male,55.9,,,White,NM,,2014
1987,Larynx,Male,54.6,,,White,NM,,2015
1988,Larynx,Male,54.89624574576961,,,White,NM,,2016
1989,Larynx,Male,30.736168200915856,,,White,NM,,2017
1990,Larynx,Male,41.019931322012226,,,White,NM,,2018
1991,Larynx,Male,24.909491747460994,,,White,NM,,2019
1992,Larynx,Male,27.82980445344041,,,White,NM,,2020
1993,Larynx,Male,2.9087099930017994,,,White,NM,,2021
1994,Larynx,Male,10.636769154128443,,,White,NM,,2022
1995,Larynx,Male,12.17958191013235,,,White,NM,,2023
1996,Larynx,Male,0.0,,,White,NM,,2024
1997,Larynx,Male,9.874963453363677,,,White,NM,,2025
1998,Lung,Male,,9.7,,Black or African American,MI,,1999
1999,Lung,Male,,8.5,,Black or African American,MI,,2000
2000,Lung,Male,,9.3,,Black or African American,MI,,2001
2001,Lung,Male,,9.2,,Black or African American,MI,,2002
2002,Lung,Male,,6.8,,Black or African American,MI,,2003
2003,Lung,Male,,7.5,,Black or African American,MI,,2004
2004,Lung,Male,,9.3,,Black or African American,MI,,2005
2005,Lung,Male,,9.3,,Black or African American,MI,,2006
2006,Lung,Male,,10.4,,Black or African American,MI,,2007
2007,Lung,Male,,6.9,,Black or African American,MI,,2008
2008,Lung,Male,,7.2,,Black or African American,MI,,2009
2009,Lung,Male,,9.5,,Black or African American,MI,,2010
2010,Lung,Male,,8.9,,Black or African American,MI,,2011
2011,Lung,Male,,9.2,,Black or African American,MI,,2012
2012,Lung,Male,,6.5,,Black or African American,MI,,2013
2013,Lung,Male,,8.5,,Black or African American,MI,,2014
2014,Lung,Male,,8.0,,Black or African American,MI,,2015
2015,Lung,Male,,9.54061658219818,,Black or African American,MI,,2016
2016,Lung,Male,,11.056613744329304,,Black or African American,MI,,2017
2017,Lung,Male,,5.947628478655883,,Black or African American,MI,,2018
2018,Lung,Male,,12.347932117743898,,Black or African American,MI,,2019
2019,Lung,Male,,3.0222932952644648,,Black or African American,MI,,2020
2020,Lung,Male,,11.634921174323312,,Black or African American,MI,,2021
2021,Lung,Male,,0.0,,Black or African American,MI,,2022
2022,Lung,Male,,15.563063657878546,,Black or African American,MI,,2023
2023,Lung,Male,,0.0,,Black or African American,MI,,2024
2024,Lung,Male,,22.98735182248651,,Black or African American,MI,,2025
2025,Lung,Male,,6.5,,White,ID,,1999
2026,Lung,Male,,5.6,,White,ID,,2000
2027,Lung,Male,,5.0,,White,ID,,2001
2028,Lung,Male,,5.9,,White,ID,,2002
2029,Lung,Male,,5.5,,White,ID,,2003
2030,Lung,Male,,4.2,,White,ID,,2004
2031,Lung,Male,,5.8,,White,ID,,2005
2032,Lung,Male,,4.8,,White,ID,,2006
2033,Lung,Male,,5.1,,White,ID,,2007
2034,Lung,Male,,4.9,,White,ID,,2008
2035,Lung,Male,,4.0,,White,ID,,2009
2036,Lung,Male,,4.7,,White,ID,,2010
2037,Lung,Male,,4.2,,White,ID,,2011
2038,Lung,Male,,3.8,,White,ID,,2012
2039,Lung,Male,,4.4,,White,ID,,2013
2040,Lung,Male,,4.5,,White,ID,,2014
2041,Lung,Male,,4.6,,White,ID,,2015
2042,Lung,Male,,4.363393052553181,,White,ID,,2016
2043,Lung,Male,,3.0727926289047187,,White,ID,,2017
2044,Lung,Male,,2.4480475498466685,,White,ID,,2018
2045,Lung,Male,,1.6449420425088093,,White,ID,,2019
2046,Lung,Male,,2.7983700957283326,,White,ID,,2020
2047,Lung,Male,,0.29612611293112,,White,ID,,2021
2048,Lung,Male,,1.6271327116946372,,White,ID,,2022
2049,Lung,Male,,0.0,,White,ID,,2023
2050,Lung,Male,,0.5641284578720631,,White,ID,,2024
2051,Lung,Male,,0.4893290736255225,,White,ID,,2025
2052,Larynx,Female,43.9,,,Black or African American,CA,,1999
2053,Larynx,Female,40.9,,,Black or African American,CA,,2000
2054,Larynx,Female,41.2,,,Black or African American,CA,,2001
2055,Larynx,Female,39.5,,,Black or African American,CA,,2002
2056,Larynx,Female,46.1,,,Black or African American,CA,,2003
2057,Larynx,Female,47.4,,,Black or African American,CA,,2004
2058,Larynx,Female,47.4,,,Black or African American,CA,,2005
2059,Larynx,Female,46.3,,,Black or African American,CA,,2006
2060,Larynx,Female,45.0,,,Black or African American,CA,,2007
2061,Larynx,Female,42.0,,,Black or African American,CA,,2008
2062,Larynx,Female,47.5,,,Black or African American,CA,,2009
2063,Larynx,Female,48.0,,,Black or African American,CA,,2010
2064,Larynx,Female,43.1,,,Black or African American,CA,,2011
2065,Larynx,Female,43.1,,,Black or African American,CA,,2012
2066,Larynx,Female,43.4,,,Black or African American,CA,,2013
2067,Larynx,Female,47.1,,,Black or African American,CA,,2014
2068,Larynx,Female,44.7,,,Black or African American,CA,,2015
2069,Larynx,Female,44.9742262881254,,,Black or African American,CA,,2016
2070,Larynx,Female,22.503324990711203,,,Black or African American,CA,,2017
2071,Larynx,Female,33.229495790751066,,,Black or African American,CA,,2018
2072,Larynx,Female,26.60319631707054,,,Black or African American,CA,,2019
2073,Larynx,Female,19.170341552692264,,,Black or African American,CA,,2020
2074,Larynx,Female,15.500118248917445,,,Black or African American,CA,,2021
2075,Larynx,Female,10.36328323070351,,,Black or African American,CA,,2022
2076,Larynx,Female,7.8450175819294214,,,Black or African American,CA,,2023
2077,Larynx,Female,8.64589599369226,,,Black or African American,CA,,2024
2078,Larynx,Female,5.637748022633513,,,Black or African American,CA,,2025
2079,Larynx,Male,74.5,,,Black or African American,SC,,1999
2080,Larynx,Male,76.9,,,Black or African American,SC,,2000
2081,Larynx,Male,75.4,,,Black or African American,SC,,2001
2082,Larynx,Male,74.5,,,Black or African American,SC,,2002
2083,Larynx,Male,78.6,,,Black or African American,SC,,2003
2084,Larynx,Male,71.9,,,Black or African American,SC,,2004
2085,Larynx,Male,77.2,,,Black or African American,SC,,2005
2086,Larynx,Male,75.8,,,Black or African American,SC,,2006
2087,Larynx,Male,70.6,,,Black or African American,SC,,2007
2088,Larynx,Male,73.4,,,Black or African American,SC,,2008
2089,Larynx,Male,79.3,,,Black or African American,SC,,2009
2090,Larynx,Male,74.9,,,Black or African American,SC,,2010
2091,Larynx,Male,74.0,,,Black or African American,SC,,2011
2092,Larynx,Male,75.8,,,Black or African American,SC,,2012
2093,Larynx,Male,75.3,,,Black or African American,SC,,2013
2094,Larynx,Male,75.8,,,Black or African American,SC,,2014
2095,Larynx,Male,79.4,,,Black or African American,SC,,2015
2096,Larynx,Male,75.32131455179056,,,Black or African American,SC,,2016
2097,Larynx,Male,72.74175634391125,,,Black or African American,SC,,2017
